0; 94.725; 36
0; 94.725; 36.0792
0; 94.56255; 36.1222
0; 94.28745; 36.3411
0; 93.8958; 36.5144
0; 93.72915; 36.7781
0; 93.5625; 37.0414
0; 93.17085; 37.2133
0; 92.6625; 37.3381
0; 92.15835; 37.4614
0; 91.7667; 37.4086
0; 91.25415; 37.5289
0; 91.0791; 37.7903
0; 90.9; 38.0517
0; 90.7209; 38.3125
0; 90.31245; 38.4778
0; 90.13335; 38.7383
0; 89.95005; 38.9986
0; 89.53755; 39.1619
0; 89.35005; 39.4217
0; 89.05005; 39.6325
0; 88.75005; 39.8428
0; 88.32915; 40.0031
0; 87.91245; 40.1622
0; 87.7167; 40.42
0; 87.5208; 40.6778
0; 87.09585; 40.8347
0; 86.8959; 41.0917
0; 86.6958; 41.3483
0; 86.49585; 41.6047
0; 86.2917; 41.8611
0; 86.08755; 42.1169
0; 85.65; 42.27
0; 85.44165; 42.525
0; 85.1166; 42.7281
0; 84.7875; 42.9303
0; 84.4584; 43.1317
0; 84.12495; 43.3325
0; 83.79165; 43.5325
0; 83.45415; 43.7317
0; 82.99995; 43.8764
0; 82.77495; 44.1275
0; 82.3167; 44.27
0; 82.0875; 44.5203
0; 81.8583; 44.77
0; 81.6291; 45.0194
0; 81.27915; 45.2133
0; 80.925; 45.4064
0; 80.3334; 45.4864
0; 79.73745; 45.5636
0; 79.3791; 45.7525
0; 78.7791; 45.8253
0; 78.1791; 45.8953
0; 77.6625; 45.8817
0; 77.31255; 45.705
0; 76.8; 45.6878
0; 76.4541; 45.5086
0; 76.11255; 45.3283
0; 75.77505; 45.1472
0; 75.2625; 45.1233
0; 74.75415; 45.0972
0; 74.3334; 44.9906
0; 73.9125; 44.8822
0; 73.3167; 44.9281
0; 72.7209; 44.9711
0; 72.12495; 45.0108
0; 71.52495; 45.0475
0; 71.1417; 45.2111
0; 70.7583; 45.3736
0; 70.1541; 45.4031
0; 69.55005; 45.4294
0; 68.94585; 45.4525
0; 68.5542; 45.6075
0; 67.95; 45.6253
0; 67.44585; 45.7083
0; 66.9417; 45.7889
0; 66.6459; 46.0058
0; 66.3459; 46.2219
0; 65.83755; 46.2978
0; 65.52915; 46.5117
0; 65.22495; 46.7247
0; 64.9125; 46.9369
0; 64.60005; 47.1483
0; 64.60005; 47.5725
0; 64.69995; 47.9264
0; 65.0166; 48.1389
0; 65.33745; 48.3506
0; 65.6583; 48.5614
0; 65.7708; 48.9144
0; 65.8833; 49.2672
0; 66.1083; 49.5483
0; 66.3333; 49.8289
0; 66.5625; 50.1089
0; 66.57495; 50.5331
0; 66.35835; 50.8186
0; 66.0291; 51.0339
0; 65.6958; 51.2483
0; 65.1291; 51.3208
0; 64.45005; 51.3194
0; 63.88755; 51.2447
0; 63.5541; 51.0289
0; 63.225; 50.8119
0; 62.89995; 50.5944
0; 62.5791; 50.3758
0; 62.2584; 50.1564
0; 61.9416; 49.9361
0; 61.62495; 49.7147
0; 61.3167; 49.4928
0; 61.0083; 49.27
0; 60.58755; 49.1128
