Dorsum Niggli	47.75	29.01	307.72	DO
Descartes	47.73	-11.74	15.67	AA
Zöllner	47.69	-7.97	18.9	AA
Lenard	47.65	85.19	250.31	AA
Proctor	47.64	-46.43	354.96	AA
Reimarus	47.62	-47.69	60.42	AA
Holden	47.6	-19.19	62.53	AA
Seneca	47.57	26.71	79.81	AA
Azophi	47.54	-22.19	12.7	AA
Main	47.43	80.87	10.41	AA
Bernoulli	47.3	34.93	60.61	AA
Parry	47.28	-7.88	344.22	AA
Gernsback	47.2	-36.53	99.53	AA
Rost	46.85	-56.42	326.16	AA
Rimae Atlas	46.8	46.82	44.42	RI
Rimae de Gasparis	46.65	-24.99	309.7	RI
Shi Shen	46.52	75.78	104.13	AA
Krusenstern	46.44	-26.3	5.76	AA
Campanus	46.41	-28.04	332.1	AA
Mercator	46.32	-29.25	333.89	AA
Prinz	46.13	25.49	315.86	AA
Crüger	45.94	-16.68	293.04	AA
Daguerre	45.79	-11.91	33.61	AA
Deluc	45.69	-55.02	357.02	AA
Billy	45.57	-13.83	309.76	AA
Kies	45.54	-26.31	337.37	AA
Rima Cleomedes	45.54	27.98	56.51	RI
Maupertuis	45.49	49.7	332.72	AA
Borda	45.4	-25.2	46.52	AA
Cook	45.16	-17.5	48.81	AA
Rima Jansen	45.12	14.5	29.51	RI
Seleucus	45.01	21.09	293.34	AA
Promontorium Kelvin	45.01	-26.95	326.55	PR
Vashakidze	44.99	43.65	93.01	AA
Hansteen	44.99	-11.53	307.94	AA
Eimmart	44.99	23.97	64.8	AA
Cai Lun	44.89	80.12	113.66	AA
Geber	44.68	-19.46	13.85	AA
Delaunay	44.63	-22.26	2.62	AA
Bilharz	44.55	-5.83	56.34	AA
Aston	44.48	32.77	272.32	AA
Rhaeticus	44.43	0.03	4.92	AA
Saunder	44.38	-4.26	8.72	AA
Brisbane	44.32	-49.2	68.76	AA
Mons Vitruvius	44.28	19.33	30.74	MO
Sirsalis	44.17	-12.49	299.49	AA
Tralles	44.16	28.32	52.85	AA
Goodacre	44.09	-32.67	14.08	AA
Stiborius	43.76	-34.49	31.99	AA
Agrippa	43.75	4.1	10.47	AA
Dorsum Nicol	43.74	18.32	22.66	DO
Römer	43.7	25.43	36.41	AA
De Roy	43.51	-55.24	261.01	AA
Klein	43.47	-11.99	2.53	AA
Lohse	43.34	-13.76	60.31	AA
Reinhold	43.28	3.28	337.14	AA
Hesiodus	43.24	-29.42	343.58	AA
Tempel	43.19	3.76	11.86	AA
Abenezra	43.19	-20.99	11.89	AA
Plana	42.97	42.25	28.22	AA
Lubiniezky	42.97	-17.88	336.11	AA
Rima Gärtner	42.73	58.84	35.77	RI
Houtermans	42.68	-9.42	87.38	AA
Tacchini	42.58	5.08	85.82	AA
Vitello	42.51	-30.42	322.45	AA
Faustini	42.48	-87.18	84.31	AA
Gioja	42.47	83.35	1.76	AA
Oersted	42.28	43.09	47.25	AA
Ganskiy (Hansky)	42.11	-9.64	97	AA
Mons Huygens	41.97	19.92	357.14	MO
Kinau	41.87	-60.75	14.94	AA
Palitzsch	41.87	-28.02	64.39	AA
Nobili	41.79	0.17	75.95	AA
Henry Frères	41.73	-23.52	300.98	AA
Rothmann	41.67	-30.81	27.7	AA
Boscovich	41.53	9.71	11.01	AA
Poisson	41.4	-30.34	10.56	AA
Isidorus	41.39	-7.96	33.5	AA
Plinius	41.31	15.36	23.61	AA
Hansen	41.18	14.04	72.54	AA
Lee	41.17	-30.66	319.24	AA
Krasnov	41.17	-29.93	280.18	AA
Bürg	41.04	45.07	28.21	AA
Sundman	41.04	10.76	268.31	AA
McAdie	41	2.11	92.22	AA
Arrhenius	40.93	-55.58	268.55	AA
Barkla	40.9	-10.67	67.22	AA
Oppolzer	40.87	-1.52	359.55	AA
Wiechert	40.82	-84.03	164.7	AA
Polybius	40.81	-22.46	25.63	AA
Asclepi	40.56	-55.19	25.52	AA
Nicolai	40.54	-42.47	25.87	AA
Kopff	40.49	-17.39	270.32	AA
Dorsum Guettard	40.46	-9.92	341.74	DO
Ball	40.31	-35.92	351.61	AA
Haldane	40.26	-1.66	84.11	AA
Wright	40.16	-31.55	273.26	AA
Glushko	40.1	8.11	282.33	AA
Marius	40.09	11.9	309.16	AA
Rima Gay-Lussac	40.04	13.18	337.67	RI
Alpetragius	40.02	-16.05	355.49	AA
Rima Calippus	40	37.03	12.66	RI
Aristarchus	39.99	23.73	312.51	AA
Markov	39.92	53.43	297.16	AA
Palmieri	39.84	-28.64	312.2	AA
Tacitus	39.81	-16.2	18.95	AA
Newcomb	39.8	29.76	43.67	AA
Harpalus	39.77	52.73	316.51	AA
Pons	39.7	-25.43	21.55	AA
Maraldi	39.62	19.36	34.8	AA
Mairan	39.49	41.6	316.5	AA
Cepheus	39.43	40.68	45.78	AA
Urey	39.29	27.93	87.43	AA
Cichus	39.18	-33.29	338.82	AA
Herschel	39.09	-5.69	357.91	AA
Henry	39.06	-23.97	302.99	AA
Runge	38.98	-2.43	86.81	AA
Liebig	38.96	-24.35	311.7	AA
Celsius	38.96	-34.1	20.05	AA
Airy	38.9	-18.14	5.61	AA
Autolycus	38.88	30.68	1.49	AA
Hypatia	38.82	-4.25	22.58	AA
Lansberg	38.75	-0.31	333.37	AA
Manilius	38.34	14.45	9.07	AA
Nicholson	38.08	-26.22	274.79	AA
Faye	38.02	-21.39	3.81	AA
La Condamine	37.83	53.54	331.78	AA
Democritus	37.78	62.31	34.99	AA
Ideler	37.77	-49.32	22.24	AA
Fermat	37.77	-22.71	19.79	AA
Jenkins	37.77	0.37	78.04	AA
Shuckburgh	37.73	42.65	52.71	AA
Fontenelle	37.68	63.42	341.04	AA
von Behring	37.65	-7.75	71.72	AA
Sharp	37.61	45.75	319.78	AA
Bianchini	37.59	48.78	325.63	AA
Mons Penck	37.59	-10	21.74	MO
C. Mayer	37.54	63.26	17.31	AA
da Vinci	37.46	9.1	44.95	AA
Blanchard	37.46	-58.25	266.5	AA
Rima Conon	37.32	18.69	1.85	RI
Magelhaens	37.2	-11.98	44.07	AA
Guthnick	37.03	-47.76	265.96	AA
Moigno	36.83	66.27	28.8	AA
Briggs	36.75	26.45	290.81	AA
Pettit	36.67	-27.52	273.25	AA
Schröter	36.67	2.74	353.02	AA
Damoiseau	36.66	-4.85	298.75	AA
Monge	36.6	-19.24	47.54	AA
Williams	36.36	42.02	37.31	AA
Taylor	36.35	-5.28	16.65	AA
Graff	36.16	-42.3	271.29	AA
Lacroix	36.07	-37.93	300.8	AA
Yakovkin	35.92	-54.42	281.07	AA
Herodotus	35.87	23.25	310.16	AA
Donati	35.84	-20.69	5.1	AA
Zupus	35.29	-17.18	307.63	AA
Lockyer	35.08	-46.27	36.59	AA
Rimae Secchi	35	0.99	44.08	RI
Rimae Taruntius	35	5.83	46.83	RI
Yerkes	34.94	14.6	51.7	AA
Condon	34.85	1.87	60.36	AA
Weigel	34.85	-58.39	320.66	AA
Louville	34.81	44.12	313.96	AA
Alhazen	34.65	15.91	71.83	AA
Back	34.63	1.2	80.67	AA
Tisserand	34.63	21.41	48.17	AA
Halley	34.59	-8.05	5.73	AA
Kao	34.54	-6.71	87.81	AA
Warner	34.51	-3.98	87.35	AA
Hooke	34.35	41.14	54.86	AA
Godin	34.25	1.82	10.16	AA
Egede	34.18	48.72	10.64	AA
Timocharis	34.14	26.72	346.9	AA
Calippus	34.03	38.92	10.72	AA
Brown	34.03	-46.53	342.01	AA
Tebbutt	33.99	9.46	53.52	AA
Davy	33.94	-11.85	351.85	AA
Argelander	33.72	-16.55	5.8	AA
Van Vleck	33.48	-1.77	78.2	AA
Palisa	33.47	-9.47	352.81	AA
Dorsum Owen	33.47	25.14	11.09	DO
Mason	33.33	42.7	30.51	AA
Hell	33.31	-32.41	352.2	AA
T. Mayer	33.15	15.54	330.83	AA
Gaudibert	33.14	-10.93	37.82	AA
Gould	32.99	-19.26	342.75	AA
Naonobu	32.96	-4.7	57.93	AA
Anděl	32.93	-10.41	12.38	AA
Auzout	32.92	10.21	64.01	AA
Mons Wolff	32.87	16.88	353.2	MO
Sverdrup	32.83	-88.32	206.61	AA
Timaeus	32.81	62.91	359.45	AA
Keldysh	32.75	51.23	43.65	AA
de Gerlache	32.71	-88.48	271.66	AA
Mons Delisle	32.42	29.42	324.21	MO
Lindsay	32.23	-7	13.01	AA
Delmotte	32.16	27.16	60.2	AA
Mitchell	32.15	49.77	20.17	AA
Nöggerath	32.12	-48.82	314.16	AA
Weinek	32.01	-27.57	37.06	AA
Rimae Boscovich	32	9.87	11.27	RI
Archytas	31.95	58.87	4.99	AA
Debes	31.92	29.47	51.62	AA
Hall	31.77	33.81	36.75	AA
Bohnenberger	31.74	-16.24	40.06	AA
Lick	31.63	12.36	52.84	AA
Fontana	31.47	-16.04	303.21	AA
Houssay	31.41	83.11	98.52	AA
Weierstrass	31.32	-1.26	77.15	AA
Lohrmann	31.25	-0.44	292.62	AA
Lyell	31.17	13.63	40.56	AA
Ibn-Rushd	31.08	-11.69	21.71	AA
Vitruvius	30.94	17.66	31.28	AA
de Gasparis	30.9	-25.83	309.17	AA
Rima Hansteen	30.89	-12.09	307.01	RI
Torricelli	30.87	-4.72	28.4	AA
Spallanzani	30.86	-46.38	24.73	AA
Kant	30.85	-10.62	20.2	AA
Thales	30.75	61.74	50.27	AA
Rima Réaumur	30.66	-2.84	2.47	RI
Mons Hansteen	30.65	-12.19	309.79	MO
Rima Yangel'	30.39	16.62	4.79	RI
Dove	30.36	-46.83	31.42	AA
Drebbel	30.23	-40.93	310.88	AA
Lambert	30.12	25.77	339.01	AA
Mount Marilyn	30	1.13	40	LF
Mons Ampère	29.96	19.32	356.29	MO
Reiner	29.85	6.92	305.02	AA
Sabine	29.75	1.38	20.07	AA
Chadwick	29.74	-52.85	258.66	AA
D'Arrest	29.67	2.26	14.6	AA
Horrocks	29.65	-3.99	5.85	AA
Ritter	29.52	1.96	19.17	AA
Kepler	29.49	8.12	321.99	AA
Kreiken	29.37	-9.05	84.55	AA
Mons Vinogradov	28.73	22.35	327.48	MO
Atwood	28.64	-5.88	57.78	AA
Grove	28.55	40.3	32.98	AA
Littrow	28.52	21.5	31.39	AA
Hind	28.5	-7.92	7.31	AA
Encke	28.27	4.57	323.32	AA
Marco Polo	28.25	15.52	357.95	AA
Daniell	28.2	35.42	31.16	AA
Wöhler	28.07	-38.25	31.35	AA
Tannerus	28.07	-56.44	21.92	AA
Sömmering	27.97	0.19	352.47	AA
Carrington	27.77	43.97	62.04	AA
Mädler	27.58	-11.04	29.76	AA
Rittenhouse	27.5	-74.25	107.07	AA
Rima Schröter	27.25	1.28	353.75	RI
Mons Gruithuisen Delta	27.24	36.07	320.41	MO
Drude	27.13	-38.56	268.11	AA
Menelaus	27.13	16.26	15.93	AA
Rimae Palmieri	27.13	-27.83	312.83	RI
Proclus	26.91	16.09	46.89	AA
Catalán	26.77	-45.7	272.63	AA
Helmert	26.72	-7.56	87.67	AA
Mons Hadley	26.4	26.69	4.12	MO
Vogel	26.3	-15.11	5.83	AA
Dembowski	26.11	2.88	7.27	AA
Euler	26.03	23.26	330.82	AA
Wolf	25.74	-22.79	343.37	AA
Wallace	25.71	20.26	351.25	AA
Baily	25.68	49.78	30.56	AA
Spörer	25.57	-4.3	358.23	AA
Arago	25.51	6.15	21.43	AA
Pomortsev	25.51	0.74	66.91	AA
Franz	25.48	16.57	40.24	AA
Schwabe	25.47	65.1	45.48	AA
Gay-Lussac	25.4	13.88	339.21	AA
Slater	25.12	-88.08	111.29	AA
Ramsden	25.11	-32.96	328.13	AA
Foucault	25.08	50.46	320.14	AA
Horrebow	24.98	58.8	319.07	AA
Triesnecker	24.97	4.18	3.6	AA
Puiseux	24.95	-27.82	320.81	AA
Swasey	24.85	-5.46	89.67	AA
Delisle	24.83	29.98	325.32	AA
Shapley	24.82	9.35	56.83	AA
Gambart	24.68	0.92	344.76	AA
Theaetetus	24.59	37.01	6.06	AA
Schönfeld	24.57	44.76	262	AA
Ross	24.49	11.67	21.74	AA
Mons Pico	24.42	45.82	351.13	MO
Kirchhoff	24.38	30.3	38.84	AA
Mösting	24.38	-0.7	354.12	AA
Jansen	24.21	13.55	28.64	AA
Schiaparelli	24.2	23.38	301.18	AA
Clausius	24.2	-36.9	316.07	AA
Burnham	24.09	-13.92	7.25	AA
Robinson	24.09	59.06	313.97	AA
Ritchey	24.07	-11.13	8.48	AA
Kocher	24.03	-84.47	225.98	AA
Lawrence	24.02	7.35	43.3	AA
McClure	23.96	-15.32	50.24	AA
Helicon	23.74	40.43	336.89	AA
Sheepshanks	23.67	59.24	17.04	AA
Lalande	23.54	-4.46	351.35	AA
Dale	23.41	-9.56	82.93	AA
Müller	23.4	-7.64	2.04	AA
Ludwig	23.29	-7.72	97.45	AA
van Albada	22.92	9.36	64.35	AA
Krieger	22.87	29.02	314.39	AA
König	22.86	-24.23	335.32	AA
Bliss	22.85	53.04	346.22	AA
Rima Krieger	22.62	29.29	313.74	RI
Harding	22.57	43.54	288.34	AA
Epimenides	22.56	-40.92	329.67	AA
Crozier	22.51	-13.56	50.72	AA
Mons Piton	22.5	40.72	359.08	MO
Loewy	22.45	-22.69	327.15	AA
Maskelyne	22.42	2.16	30.04	AA
Picard	22.35	14.57	54.72	AA
Hume	22.3	-4.68	90.47	AA
Bouguer	22.23	52.32	324.18	AA
Secchi	22.13	2.4	43.56	AA
De Vico	22.13	-19.71	299.68	AA
Focas	22.04	-33.7	266.09	AA
Aryabhata	21.89	6.2	35.17	AA
Lassell	21.82	-15.49	352.1	AA
Ukert	21.71	7.71	1.37	AA
Mons La Hire	21.71	27.66	334.49	MO
Mont Blanc	21.57	45.41	0.44	MO
Elger	21.51	-35.4	330.19	AA
Webb	21.41	-0.98	60	AA
Haidinger	21.33	-39.18	334.86	AA
Fibiger	21.1	86.14	37.13	AA
Protagoras	21.05	56.02	7.34	AA
Taurus-Littrow Valley	21.03	20.07	30.79	LF
Conon	20.96	21.66	1.95	AA
Galle	20.96	55.87	22.33	AA
Shackleton	20.92	-89.67	129.78	AA
Le Verrier	20.52	40.33	339.39	AA
Alfraganus	20.52	-5.42	18.97	AA
Maclear	20.34	10.52	20.1	AA
Promontorium Fresnel	20	28.63	4.75	PR
Carmichael	19.73	19.53	40.36	AA
Mons Gruithuisen Gamma	19.65	36.56	319.28	MO
Auwers	19.64	15	17.12	AA
Bosch	19.58	86.82	133.54	AA
Lichtenberg	19.53	31.85	292.28	AA
Black	19.46	-9.2	80.39	AA
Flamsteed	19.34	-4.49	315.66	AA
Krogh	19.17	9.41	65.69	AA
G. Bond	19.05	32.39	36.32	AA
Peirce	18.86	18.26	53.35	AA
Promontorium Agassiz	18.84	42.4	1.77	PR
Virchow	18.83	9.88	83.77	AA
Pytheas	18.81	20.57	339.41	AA
Couder	18.56	-4.9	267.42	AA
Nunn	18.49	4.62	91.15	AA
South Massif	18.29	19.91	30.35	LF
Kunowsky	18.27	3.22	327.47	AA
Theon Senior	18.02	-0.81	15.42	AA
Hargreaves	18	-2.18	64.09	AA
Respighi	17.88	2.86	71.9	AA
Carrillo	17.85	-2.11	80.96	AA
Bode	17.8	6.71	357.55	AA
Townley	17.68	3.42	63.19	AA
Gardner	17.62	17.75	33.81	AA
Theon Junior	17.61	-2.41	15.79	AA
Dawes	17.6	17.21	26.34	AA
Diophantus	17.57	27.62	325.7	AA
Bellot	17.5	-12.48	48.19	AA
Geissler	17.39	-2.6	76.51	AA
Winthrop	17.25	-10.76	315.54	AA
Dionysius	17.25	2.77	17.29	AA
Mons Hadley Delta	17.24	25.72	3.71	MO
Somerville	17.08	-8.33	64.96	AA
Sosigenes	16.99	8.7	17.6	AA
Elmer	16.86	-10.23	84.18	AA
Hohmann	16.81	-17.92	265.74	AA
Aepinus	16.74	87.96	250.31	AA
Lallemand	16.69	-14.4	275.79	AA
Heyrovsky	16.66	-39.55	264.58	AA
Kuhn	16.61	-84.48	207.52	AA
Maury	16.58	37.11	39.69	AA
Promontorium Deville	16.56	43.31	1.14	PR
Lepaute	16.36	-33.3	326.31	AA
North Massif	16.31	20.54	30.72	LF
Liouville	16.12	2.73	73.57	AA
Galilaei	15.99	10.48	297.17	AA
Hermann	15.92	-0.87	302.53	AA
Glaisher	15.92	13.19	49.34	AA
Mons Maraldi	15.9	20.34	35.5	MO
Hill	15.86	20.91	40.81	AA
Birt	15.81	-22.36	351.41	AA
Cartan	15.62	4.24	59.29	AA
Carrel	15.59	10.67	26.68	AA
Bessel	15.56	21.73	17.92	AA
Watts	15.55	8.84	46.31	AA
Pickering	15.4	-2.88	6.99	AA
Svedberg	15.34	-81.68	65.15	AA
Esclangon	15.29	21.47	42.06	AA
Rima Zahia	15.24	25.02	329.54	RI
Dunthorne	15.12	-30.12	328.29	AA
Born	15.07	-6.05	66.83	AA
Manners	15.05	4.57	19.99	AA
Rima Carmen	15.02	19.95	29.3	RI
Rima Dawes	15	17.58	26.63	RI
Gruithuisen	14.98	32.89	320.22	AA
Daly	14.96	5.74	59.5	AA
Herigonius	14.86	-13.36	326.03	AA
Darney	14.81	-14.61	336.43	AA
Scarp	14.76	20.29	30.59	LF
Nicollet	14.73	-21.95	347.5	AA
Shuleykin	14.67	-27.11	267.33	AA
Peters	14.67	68.07	29.39	AA
Daubrée	14.67	15.73	14.75	AA
Rima Cleopatra	14.66	30.03	306.2	RI
Whipple	14.53	89.14	120.02	AA
Greaves	14.27	13.18	52.79	AA
Cayley	14.2	3.94	15.09	AA
Brayley	14.17	20.9	323.06	AA
Hortensius	14.16	6.47	332	AA
Lubbock	14.09	-3.99	41.79	AA
Messier	13.8	-1.9	47.65	AA
Stewart	13.77	2.15	66.98	AA
Smoky Mountains	13.75	-8.67	15.51	LF
Rima Wan-Yu	13.72	19.98	328.57	RI
Morley	13.71	-2.82	64.62	AA
C. Herschel	13.7	34.48	328.71	AA
Heis	13.69	32.47	328.02	AA
Mons Moro	13.68	-11.84	340.16	MO
von Baeyer	13.46	-81.8	61.87	AA
Knox-Shaw	13.44	5.36	80.19	AA
Andersson	13.42	-49.95	264.54	AA
Fredholm	13.39	18.37	46.55	AA
Hinshelwood	13.35	89.41	308.11	AA
Lindbergh	13.34	-5.41	52.9	AA
Mons Usov	13.23	11.91	63.26	MO
Spurr	13.21	27.91	358.73	AA
Chladni	13.07	3.99	1.12	AA
Acosta	13.06	-5.65	60.14	AA
Whewell	13.05	4.16	13.73	AA
Tolansky	13.03	-9.52	344.02	AA
Biot	13.01	-22.7	51.08	AA
Piazzi Smyth	12.96	41.91	356.76	AA
Grignard	12.95	84.54	284.17	AA
Silberschlag	12.56	6.21	12.53	AA
Peek	12.55	2.76	86.96	AA
8 Homeward	12.52	-12.02	97.09	AA
Laveran	12.52	-81.8	200.22	AA
Bancroft	12.5	28.07	353.57	AA
Leakey	12.48	-3.19	37.46	AA
Il'in	12.42	-17.8	262.32	AA
Lamèch	12.41	42.79	13.15	AA
Sculptured Hills	12.41	20.24	31.06	LF
Asada	12.37	7.25	49.9	AA
Talbot	12.36	-2.47	85.3	AA
Wildt	12.31	9.02	75.83	AA
Al-Bakri	12.21	14.34	20.25	AA
Milichius	12.19	10.01	329.77	AA
Slocum	12.15	-3.15	89.07	AA
Dechen	12.04	46.12	291.82	AA
Ibn Bajja	11.98	-86.3	284.96	AA
Fauth	11.94	6.23	339.86	AA
Franck	11.91	22.59	35.56	AA
Cauchy	11.8	9.56	38.63	AA
Euclides	11.8	-7.4	330.44	AA
Kirch	11.71	39.27	354.38	AA
Sinas	11.67	8.85	31.6	AA
Sulpicius Gallus	11.61	19.63	11.68	AA
Ibn Battuta	11.51	-6.95	50.44	AA
Wapowski	11.45	-83.08	53.79	AA
Rosse	11.43	-17.95	34.98	AA
Lebesgue	11.39	-5.14	88.97	AA
Braude	11.28	-81.82	158.88	AA
Turner	11.22	-1.4	346.76	AA
Promontorium Archerusia	11.21	16.8	21.94	PR
Zähringer	11.19	5.51	40.21	AA
Boethius	11.17	5.57	72.33	AA
Schmidt	11.13	0.96	18.78	AA
Dollond	11.04	-10.48	14.41	AA
Natasha	10.98	19.98	328.84	AA
Rimae Prinz	10.95	27.05	316.49	RI
Erlanger	10.94	86.99	28.62	AA
Cameron	10.91	6.19	45.93	AA
Avery	10.73	-1.32	81.37	AA
Carlini	10.66	33.75	335.88	AA
Fabbroni	10.55	18.66	29.27	AA
Stone Mountain	10.53	-9.17	15.57	LF
Rima Vladimir	10.5	25.2	359.25	RI
Rankine	10.48	-3.87	71.49	AA
Abbot	10.4	5.56	54.74	AA
Ariadaeus	10.4	4.55	17.28	AA
Rimae Vasco da Gama	10.39	11.55	275.97	RI
Kundt	10.31	-11.57	348.43	AA
Catena Littrow	10.3	22.23	29.61	CA
Zasyadko	10.27	3.96	94.19	AA
Anville	10.26	1.84	49.51	AA
Aratus	10.23	23.58	4.51	AA
Raman	10.17	26.96	304.84	AA
Patricia	10.08	24.91	0.5	AA
Béla	10.07	24.67	2.27	AA
Swift	10.06	19.35	53.44	AA
