8961, 8976
8976, 8965
8965, 8762
271, 215
215, 163
163, 165
165, 154
154, 68
68, 8965
337, 269
269, 226
226, 335
335, 464
337, 154
15, 165
165, 337
337, 458
458, 603
5470, 6020
6020, 6102
6102, 6163
6163, 6020
7950, 7990
7990, 8093
8093, 8232
8232, 8418
8232, 8414
8414, 8539
8539, 8597
8597, 8518
8518, 8414
8414, 8499
8499, 8698
8698, 8679
8679, 8709
8709, 8841
8841, 8698
8698, 8834
8834, 8841
8841, 8812
8812, 8817
8817, 8789
8841, 8892
8892, 8906
8906, 8939
7710, 7570
7570, 7377
7377, 7235
7235, 7176
7602, 7557
7557, 7525
7525, 7429
7429, 7377
7377, 7236
7236, 7193
6510, 6295
6295, 6285
6285, 6229
6229, 6500
6500, 6743
6743, 6510
617, 569
569, 553
553, 617
617, 801
801, 824
824, 838
838, 887
951, 887
887, 646
646, 545
646, 617
801, 838
2088, 2077
2077, 1708
1708, 1605
1605, 1612
1612, 1641
1641, 1708
1708, 2088
2088, 2095
2095, 1577
1577, 1641
5351, 5328
5328, 5404
5404, 5351
5351, 5435
5435, 5429
5429, 5506
5506, 5340
5340, 5235
5235, 5200
5200, 5185
5340, 5477
5477, 5506
5506, 5681
5681, 5733
5733, 5602
5602, 5435
5602, 5681
1568, 1603
1603, 1542
1542, 2527
2527, 2209
1542, 1148
1148, 1155
1603, 1155
1155, 1035
3475, 3449
3449, 3461
3461, 3249
3249, 3208
3208, 3449
3461, 3572
4915, 4785
2596, 2574
2574, 2657
2657, 2596
2596, 2491
2491, 2429
2429, 2387
2491, 2653
2653, 2693
2294, 2429
2429, 2580
2580, 2618
2618, 2538
2827, 2749
2749, 2693
2693, 2646
2646, 2618
2618, 2282
2943, 2845
8322, 8278
8278, 8167
8167, 8075
8075, 7776
7776, 7754
8167, 8213
8213, 8204
8204, 8075
8075, 8060
8060, 7822
7822, 7776
8060, 8080
7822, 7936
7936, 7980
2326, 3685
3685, 4037
4037, 4199
4199, 4140
4140, 4200
4200, 4257
4257, 4337
4257, 4159
4159, 4114
4114, 4050
4050, 3699
3699, 3307
3307, 3117
3117, 3207
3207, 3165
3165, 3185
3185, 3045
3045, 2944
2944, 2948
2948, 2922
2922, 2773
2773, 2451
2451, 2326
21, 168
168, 264
264, 403
403, 542
5459, 5132
5132, 5267
5132, 4819
4819, 4743
4743, 4621
4621, 4390
4743, 4638
4638, 4467
5132, 5231
5231, 5260
5260, 5249
5249, 5248
5248, 5378
5378, 5367
5367, 5288
5288, 5190
5190, 5231
5231, 4819
5485, 5471
5471, 5576
5576, 5440
5440, 5248
5248, 5190
5190, 5089
5089, 5028
5028, 5168
5168, 5221
5168, 5210
5168, 5192
8162, 8238
8238, 8974
8974, 8694
8694, 8571
8571, 8465
8465, 8494
8494, 8316
8316, 8162
8465, 8334
8238, 8694
8162, 7957
7957, 7850
779, 681
681, 539
539, 402
402, 74
74, 188
188, 585
585, 779
779, 804
804, 911
911, 896
896, 813
813, 718
718, 804
188, 509
3318, 4174
4174, 4583
4583, 4674
4674, 4234
4234, 4174
5704, 5463
5463, 5670
2296, 2106
2106, 2040
2040, 1956
1956, 1862
2296, 2256
2256, 2106
2106, 2120
2120, 2040
4983, 4968
4983, 4707
4983, 4717
4983, 4738
4983, 4733
4983, 4737
7188, 7242
7242, 7259
7259, 7254
7254, 7226
7226, 7152
7152, 7129
5778, 5747
5747, 5793
5793, 5849
5849, 5889
5889, 5947
4623, 4630
4630, 4662
4662, 4757
4757, 4696
4696, 4786
4696, 4630
4757, 4775
4343, 4405
4405, 4514
4514, 4567
4567, 4468
4468, 4402
4402, 4382
4382, 4287
4405, 4382
4853, 4656
4763, 4730
7417, 7478
7478, 7615
7615, 7796
7796, 7924
7924, 8079
7528, 7796
7796, 7949
7949, 8115
8115, 8028
8028, 7924
7924, 7735
7735, 7469
7469, 7420
7420, 7528
8028, 8143
8143, 8130
7906, 7882
7882, 7858
7858, 7883
7883, 7852
7852, 7896
7896, 7883
7883, 7892
7892, 7928
7928, 7948
7948, 7906
1338, 1465
1465, 1674
1674, 1922
1922, 2015
2015, 2102
2102, 1922
1922, 1465
4434, 4787
4787, 5291
5291, 5744
5744, 5986
5986, 6132
6132, 6396
6396, 6920
6920, 7310
7310, 6688
6688, 6555
6555, 6536
6536, 6705
6705, 6688
7582, 7310
6927, 6920
8131, 8123
8123, 8097
472, 566
566, 674
674, 721
721, 794
794, 897
897, 1008
1008, 1195
1195, 1347
1347, 1393
1393, 1464
1464, 1453
1453, 1240
1240, 1213
1213, 1181
1181, 1173
1173, 1088
1088, 1003
1003, 919
919, 874
874, 1084
1084, 1136
1136, 1231
1231, 1325
1325, 1298
1298, 1463
1463, 1520
1520, 1666
1666, 1481
963, 841
2891, 2852
2852, 2697
2697, 2473
2473, 2286
2286, 2216
2216, 2134
2473, 2343
2990, 2905
2905, 2777
2777, 2650
2650, 2421
2777, 2763
2763, 2484
2985, 2905
2905, 2821
2821, 2697
2697, 2540
8425, 8636
8636, 8820
8820, 8787
8787, 8556
8556, 8425
8425, 8411
8411, 8353
8747, 8636
8636, 8675
6418, 6220
6220, 6212
6212, 6324
6324, 6418
6418, 6485
6485, 6695
6695, 6588
6588, 6092
6092, 6023
6023, 6168
6168, 6588
6324, 6148
6148, 6095
6324, 6623
6623, 6526
6526, 6410
6410, 6406
6418, 6703
6703, 6779
6779, 6729
6729, 6787
6787, 6895
6895, 7061
7061, 7069
6623, 6779
5020, 4958
4958, 4552
4552, 4450
4450, 4343
4343, 4287
4287, 4232
4232, 4094
4094, 3994
3994, 3748
3748, 3845
3845, 3665
3665, 3547
3547, 3482
3482, 3410
3410, 3418
3418, 3454
3454, 3547
98, 1208
1208, 806
806, 705
705, 570
570, 591
7869, 7920
7920, 7986
7986, 8387
8387, 8368
8368, 7986
8572, 8585
8585, 8538
8538, 8541
8541, 8572
8572, 8632
8632, 8579
8572, 8523
8523, 8579
8579, 8485
8485, 8498
4534, 4357
4357, 4300
4300, 4057
4057, 4031
4031, 3905
3905, 3731
3731, 3773
3773, 3873
3873, 3975
3975, 4359
4359, 4357
3873, 3905
3852, 3975
3975, 3982
3975, 4057
4133, 4359
4359, 4399
4399, 4386
3800, 3974
3974, 4100
4100, 4247
4247, 4090
4090, 3974
1702, 1865
1865, 1998
1998, 2085
2085, 2155
2155, 2035
2035, 1983
1983, 1829
1829, 1654
1654, 1702
1702, 1756
1756, 1757
1702, 1705
1705, 1696
1865, 1829
5812, 5794
5794, 5787
5787, 5685
5685, 5531
5531, 5787
5531, 5603
5987, 5883
5883, 5839
5839, 5705
5705, 5571
5571, 5528
5528, 5469
5469, 5453
5453, 5605
5605, 5626
5626, 5695
5695, 5724
5724, 5712
5712, 5705
5705, 5948
5724, 5776
5776, 5797
5797, 5825
5626, 5683
5683, 5708
5605, 5646
5646, 5649
5453, 5425
5354, 5469
5469, 5396
3705, 3690
3690, 3579
3579, 3275
3275, 2818
2818, 2560
2560, 2238
7056, 7106
7106, 7178
7178, 7314
7314, 7157
7157, 7051
7051, 6872
6872, 7106
7178, 7139
7139, 7053
2456, 2385
2385, 2298
2298, 2506
2506, 2714
2714, 3188
3188, 3314
3188, 2970
2714, 2356
2356, 2227
2385, 2506
4844, 4798
4798, 4923
4923, 4773
4773, 4798
4798, 4671
4671, 4520
5962, 6072
6072, 6115
6115, 6045
6045, 5962
8630, 5339
5339, 8254
8254, 8630
6129, 6075
6075, 6056
6056, 6281
6281, 6299
6299, 6603
6603, 6629
6629, 6752
6752, 6771
6492, 6402
6402, 6453
6453, 6486
6486, 6445
6445, 6378
6378, 6175
6175, 6147
6147, 6118
6118, 6104
6104, 6153
6175, 6299
6299, 6556
6556, 6603
6603, 6378
1713, 1788
1788, 1852
1852, 1903
1903, 1949
1949, 2004
2199, 2130
2130, 2047
2047, 2159
2159, 2199
2159, 2124
1948, 2061
2061, 2124
1601, 1567
1567, 1552
1552, 1543
1543, 1544
1544, 1570
1570, 1569
2061, 1839
1839, 1790
1790, 1543
1839, 1880
1790, 1852
7790, 7665
7665, 7590
7590, 6982
6982, 7107
7107, 7665
7665, 7913
7913, 8181
8181, 7790
7107, 7074
7074, 6855
6855, 6745
6745, 7074
6745, 6582
8781, 39
39, 15
15, 8775
8775, 8781
8781, 8826
8795, 8781
8781, 8667
8667, 8684
8684, 8650
8650, 8454
8667, 8430
8430, 8665
8665, 8781
8173, 8315
8315, 8430
8430, 8313
8665, 8634
8634, 8450
8634, 8308
840, 921
921, 936
936, 941
941, 937
937, 854
854, 834
834, 915
915, 1017
1017, 1052
1052, 1135
1135, 1220
1220, 1228
1228, 1203
1203, 1131
1261, 1303
1303, 1273
1273, 1122
1122, 1087
1087, 1017
1017, 937
937, 799
799, 496
936, 1220
915, 854
555, 322
322, 180
180, 100
100, 99
99, 25
25, 100
555, 440
440, 322
322, 338
338, 180
180, 429
429, 322
2550, 2020
2020, 2042
2042, 2550
360, 352
352, 383
383, 360
360, 413
413, 437
437, 510
510, 595
595, 489
489, 434
434, 361
361, 294
294, 224
224, 9072
9072, 8969
8969, 8916
8916, 8878
8878, 8852
8852, 8911
8911, 8984
8984, 8969
8386, 8326
8326, 8431
8431, 8576
8576, 8695
8695, 8720
8720, 8728
8728, 8628
8628, 8431
8431, 8386
3045, 3034
3034, 2996
2996, 2922
3165, 3438
3438, 3468
3468, 3518
1336, 1175
1175, 1247
1247, 1355
1355, 1336
7479, 7536
7536, 7488
7635, 7536
6746, 6812
6812, 6913
6913, 6859
6859, 6879
6879, 6832
6832, 6746
6746, 6859
6859, 7039
7039, 7121
7121, 7264
7264, 7340
7340, 7342
7039, 7194
7194, 7348
7348, 7337
7121, 7234
7234, 7623
7623, 7581
7623, 7348
7194, 7234
7121, 7150
7150, 7264
6630, 6527
6527, 6508
6508, 6546
6546, 6580
6580, 6615
6615, 6553
6553, 6380
6380, 6262
