00069    7.20  0.15 K20CH  56.33519  289.05625  184.98220    8.59189  0.1701767  0.19195632   2.9762387  0 MPO600179  3462  80 1861-2021 0.48 M-v 3Ek Pan        0000     (69) Hesperia           20210318
00070    8.16  0.15 K20CH 210.02572  255.52951   47.67975   11.59243  0.1805335  0.23290178   2.6162998  0 MPO600179  2859  66 1866-2021 0.46 M-v 3Ek Pan        0000     (70) Panopaea           20210318
00071    7.14  0.15 K20CH  33.16319  267.12557  316.00298   23.26571  0.1733724  0.21538060   2.7563328  0 MPO600179  2632  59 1864-2021 0.51 M-v 3Ek Pan        0000     (71) Niobe              20210317
00072    9.09  0.15 K20CH 180.00868  102.96933  207.95148    5.41526  0.1204681  0.28882162   2.2666419  0 MPO600179  3450  62 1865-2021 0.47 M-v 3Ek Pan        0000     (72) Feronia            20210314
00073    9.02  0.15 K20CH 290.09034   54.89078    6.85111    2.36994  0.0416949  0.22661816   2.6644418  0 MPO600179  3353  57 1864-2021 0.44 M-v 3Ek Pan        0000     (73) Klytia             20210118
00074    8.76  0.15 K20CH  42.18096  174.57042  197.14138    4.07043  0.2359739  0.21254008   2.7808367  0 MPO600179  3447  64 1864-2021 0.50 M-v 3Ek Pan        0000     (74) Galatea            20210318
00075    9.07  0.15 K20CH  97.03772  339.37941  359.33207    4.99148  0.3035783  0.22533064   2.6745818  0 MPO600179  3934  65 1864-2021 0.47 M-v 3Ek Pan        0000     (75) Eurydike           20210319
00076    8.03  0.15 K20CH  18.03281  252.23340  204.29129    2.12122  0.1661498  0.15618890   3.4148314  0 MPO600179  3926  77 1864-2021 0.48 M-v 3Ek Pan        0000     (76) Freia              20210318
00077    8.66  0.15 K20CH  59.08340   61.77229    1.13945    2.42276  0.1326898  0.22602118   2.6691314  0 MPO600179  3339  68 1879-2021 0.49 M-v 3Ek Pan        0000     (77) Frigga             20210318
00078    8.39  0.15 K20CH  97.81784  152.74239  333.39608    8.70193  0.2070283  0.23257622   2.6187408  0 MPO600179  2867  74 1863-2021 0.50 M-v 3Ek Pan        0000     (78) Diana              20210306
00079    7.99  0.15 K20CH  23.06395  201.52403  206.53244    4.61223  0.1901003  0.25779280   2.4450563  0 MPO600179  2922  78 1863-2021 0.54 M-v 3Ek Pan        0000     (79) Eurynome           20210314
00080    8.06  0.15 K20CH 267.38016  139.60147  218.68722    8.67615  0.2003978  0.28342578   2.2953195  0 MPO600179  2770  73 1865-2021 0.55 M-v 3Ek Pan        0000     (80) Sappho             20210319
00081    8.67  0.15 K20CH 109.93493   51.59015    0.94567    7.80410  0.2109631  0.20450186   2.8532371  0 MPO600179  3132  56 1864-2021 0.42 M-v 3Ek Pan        0000     (81) Terpsichore        20210315
00082    8.28  0.15 K20CH 304.57479  111.11688   25.44363    2.82625  0.2203305  0.21455429   2.7634053  0 MPO600179  3465  75 1864-2021 0.48 M-v 3Ek Pan        0000     (82) Alkmene            20210310
00083    8.77  0.15 K20CH  25.52036  168.63317   27.72512    4.96405  0.0811616  0.25993374   2.4316120  0 MPO600179  2797  65 1865-2021 0.46 M-v 3Ek Pan        0000     (83) Beatrix            20210322
00084    9.37  0.15 K20CH 270.21861   15.15248  327.51576    9.31759  0.2363237  0.27157143   2.3616380  0 MPO600179  2935  56 1865-2021 0.44 M-v 3Ek Pan        0000     (84) Klio               20210216
00085    7.75  0.15 K20CH 357.80227  122.83297  203.07041   11.95913  0.1946309  0.22805926   2.6532056  0 MPO600179  3002  68 1865-2020 0.51 M-v 3Ek Pan        0000     (85) Io                 20201220
00086    8.76  0.15 K20CH  99.85661  308.88568   86.09302    4.82029  0.2152790  0.17994967   3.1071963  0 MPO600179  3344  63 1871-2021 0.45 M-v 3Ek Pan        0000     (86) Semele             20210318
00087    6.91  0.15 K20CH 183.68511  263.65973   73.03222   10.87553  0.0935987  0.15172183   3.4815341  0 MPO600179  4114  72 1894-2021 0.42 M-v 3Ek Pan        0000     (87) Sylvia             20210318
00088    7.27  0.15 K20CH 177.21790   36.39736  276.45797    5.21355  0.1617617  0.21377158   2.7701465  0 MPO600179  3703  77 1866-2021 0.53 M-v 3Ek Pan        0000     (88) Thisbe             20210318
00089    6.75  0.15 K20CH 282.84711   45.26670  311.55166   16.13100  0.1850491  0.24204228   2.5500101  0 MPO600179  2445  64 1866-2020 0.58 M-v 3Ek Pan        0000     (89) Julia              20201001
00090    8.20  0.15 K20CH 250.84447  245.02125   69.95432    2.20681  0.1666639  0.17646584   3.1479582  0 MPO600179  4601  83 1866-2021 0.42 M-v 3Ek Pan        0000     (90) Antiope            20210315
00091    8.89  0.15 K20CH 308.54889   74.38259   10.44072    2.10339  0.1064970  0.23658498   2.5890748  0 MPO600179  3202  72 1866-2021 0.49 M-v 3Ek Pan        0000     (91) Aegina             20210305
00092    6.78  0.15 K20CH 283.91870  238.96343  101.58086    9.93189  0.1049927  0.17333383   3.1857657  0 MPO600179  2605  79 1871-2021 0.50 M-v 3Ek Pan        0000     (92) Undina             20210303
00093    7.94  0.15 K20CH 246.15017  275.00733    4.02386    8.55724  0.1390495  0.21540064   2.7561619  0 MPO600179  2910  70 1870-2021 0.47 M-v 3Ek Pan        0000     (93) Minerva            20210318
00094    7.66  0.15 K20CH  54.39731   60.32736    2.55777    7.96961  0.0944351  0.17560829   3.1581981  0 MPO600179  3416  72 1872-2021 0.45 M-v 3Ek Pan        0000     (94) Aurora             20210318
00095    8.05  0.15 K20CH 184.52387  153.74213  243.01607   12.99670  0.1529684  0.18381298   3.0635050  0 MPO600179  2986  67 1872-2021 0.44 M-v 3Ek Pan        0000     (95) Arethusa           20210318
00096    7.76  0.15 K20CH 215.60258  208.39844  321.49113   15.98262  0.1412969  0.18520203   3.0481679  0 MPO600179  3078  52 1868-2021 0.40 M-v 3Ek Pan        0000     (96) Aegle              20210222
00097    7.82  0.15 K20CH  86.68332  268.63781  159.61714   11.77858  0.2573496  0.22608006   2.6686679  0 MPO600179  3131  68 1870-2021 0.50 M-v 3Ek Pan        0000     (97) Klotho             20210307
00098    8.91  0.15 K20CH 260.08668  158.59313  353.90409   15.57664  0.1872920  0.22381003   2.6866825  0 MPO600179  3063  52 1870-2021 0.42 M-v 3Ek Pan        0000     (98) Ianthe             20210303
00099    9.56  0.15 K20CH  20.21901  195.74483   41.51137   13.84664  0.1950987  0.22650825   2.6653037  0 MPO600179  3050  47 1915-2021 0.41 M-v 3Ek Pan        0000     (99) Dike               20210318
00100    7.65  0.15 K20CH 355.77222  184.16326  127.17566    6.43332  0.1698461  0.18134201   3.0912712  0 MPO600179  3020  79 1871-2020 0.48 M-v 3Ek Pan        0000    (100) Hekate             20201110
00101    8.23  0.15 K20CH 255.64896  348.41299  343.38419   10.19754  0.1407484  0.23747093   2.5826313  0 MPO600179  2469  60 1871-2021 0.45 M-v 3Ek Pan        0000    (101) Helena             20210306
00102    9.39  0.15 K20CH  27.33693  147.05305  210.79534    5.17305  0.2509829  0.22693950   2.6619260  0 MPO600179  3373  64 1870-2021 0.44 M-v 3Ek Pan        0000    (102) Miriam             20210310
00103    7.63  0.15 K20CH 127.90775  188.84056  136.07720    5.41847  0.0792295  0.22182120   2.7027177  0 MPO600179  2803  77 1871-2021 0.53 M-v 3Ek Pan        0000    (103) Hera               20210314
00104    8.41  0.15 K20CH  24.41225   31.74229   41.67239    2.78948  0.1610650  0.17655076   3.1469486  0 MPO600179  3297  74 1885-2021 0.45 M-v 3Ek Pan        0000    (104) Klymene            20210318
00105    8.76  0.15 K20CH 328.01167   57.15082  188.23920   21.44158  0.1772243  0.26954983   2.3734313  0 MPO600179  2920  57 1904-2021 0.45 M-v 3Ek Pan        0007    (105) Artemis            20210315
00106    7.62  0.15 K20CH 327.86789  331.17009   62.00658    4.57607  0.1593612  0.17381775   3.1798500  0 MPO600179  3111  73 1871-2021 0.49 M-v 3Ek Pan        0000    (106) Dione              20210120
00107    7.14  0.15 K20CH  57.54328  306.19840  172.58140   10.00281  0.0649925  0.15118803   3.4897242  0 MPO600179  3734  73 1868-2021 0.47 M-v 3Ek Pan        0000    (107) Camilla            20210315
00108    8.06  0.15 K20CH  75.20937  206.81025  349.94913    4.22037  0.0560050  0.16898133   3.2402379  0 MPO600179  3133  77 1880-2020 0.47 M-v 3Ek Pan        0000    (108) Hecuba             20201009
00109    9.05  0.15 K20CH  25.53728   57.60986    2.76508    7.84463  0.2993065  0.22276035   2.6951159  0 MPO600179  2663  60 1869-2021 0.46 M-v 3Ek Pan        0000    (109) Felicitas          20210314
00110    7.85  0.15 K20CH 338.79546  282.18470   56.81848    5.95920  0.0811149  0.21801219   2.7341071  0 MPO593090  2805  66 1870-2020 0.48 M-v 3Ek Pan        0000    (110) Lydia              20201126
00111    8.20  0.15 K20CH 206.92508  167.45034  305.70633    4.93386  0.1020423  0.23564742   2.5959376  0 MPO600179  3021  61 1870-2020 0.52 M-v 3Ek Pan        0000    (111) Ate                20201212
00112    9.79  0.15 K20CH 224.62960   17.34661  323.40853    2.59960  0.1281491  0.25966510   2.4332889  0 MPO600179  3763  56 1870-2021 0.45 M-v 3Ek Pan        0000    (112) Iphigenia          20210315
00113    8.52  0.15 K20CH 297.54030   78.63245  123.44604    5.04305  0.0865012  0.26903199   2.3764760  0 MPO600179  3443  80 1871-2021 0.49 M-v 3Ek Pan        0000    (113) Amalthea           20210317
00114    8.32  0.15 K20CH 196.31827  352.75148  164.06462    4.94395  0.1375187  0.22511969   2.6762524  0 MPO600179  3214  64 1902-2021 0.45 M-v 3Ek Pan        0000    (114) Kassandra          20210120
00115    7.65  0.15 K20CH 177.99488   97.02817  308.79624   11.59424  0.1932947  0.26864032   2.3787853  0 MPO600179  2424  67 1872-2021 0.55 M-v 3Ek Pan        0000    (115) Thyra              20210226
00116    7.87  0.15 K20CH 350.84808   94.37614   63.70738    3.56372  0.1417778  0.21412175   2.7671255  0 MPO600179  3036  68 1872-2021 0.51 M-v 3Ek Pan        0000    (116) Sirona             20210318
