4,5.2
2,6.1
1,6.3
7,6.4
3,6.8
6,7
15,7.3
18,7.3
8,7.5
324,7.5
192,8
532,8.1
9,8.1
12,8.1
20,8.2
14,8.3
27,8.3
29,8.4
89,8.4
23,8.5
5,8.6
41,8.6
25,8.6
11,8.7
44,8.7
42,8.7
344,8.7
16,8.8
19,8.8
115,8.8
43,8.8
10,8.9
39,8.9
471,8.9
80,8.9
40,9
21,9
704,9.1
68,9.1
216,9.1
97,9.1
747,9.1
349,9.2
387,9.2
194,9.2
654,9.2
511,9.3
354,9.3
13,9.3
129,9.3
37,9.3
30,9.3
132,9.3
31,9.4
63,9.4
79,9.4
393,9.4
164,9.4
88,9.5
51,9.5
144,9.5
135,9.5
198,9.5
22,9.6
28,9.6
372,9.6
71,9.6
230,9.6
85,9.6
60,9.6
516,9.6
584,9.6
54,9.7
173,9.7
17,9.7
67,9.7
521,9.7
419,9.7
36,9.7
33,9.7
679,9.7
52,9.8
234,9.8
247,9.8
78,9.8
56,9.8
405,9.8
270,9.8
69,9.9
130,9.9
148,9.9
980,9.9
416,9.9
187,9.9
105,9.9
109,9.9
75,9.9
796,9.9
674,10
141,10
455,10
323,10
